ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8188608,"Iphitos (killed by Copreus)",Iphitos,,,,,"killed by Copreus",Agent,8160370,Male,9494774,,,,
8188609,"Iris (daughter of Thaumas)",Iris,,,,,"daughter of Thaumas",Agent,8160370,Female,9494773,,,,
8188610,"Ischys (son of Coronos)",Ischys,,,,,"son of Coronos",Agent,8160370,Male,9494774,,,,
8188611,"Isis (Egyptian goddess)",Isis,,,,,"Egyptian goddess",Agent,8160370,Female,9494773,,,,
8188612,"Ismaros (son of Astacos)",Ismaros,,,,,"son of Astacos",Agent,8160370,Male,9494774,,,,
8188613,"Ismaros (son of Eumolpos)",Ismaros,,,,,"son of Eumolpos",Agent,8160370,Male,9494774,,,,
8188614,"Ismene (daughter of Oidipous)",Ismene,,,,,"daughter of Oidipous",Agent,8160370,Female,9494773,,,,
8188615,"Ismene (daughter of Asopos)",Ismene,,,,,"daughter of Asopos",Agent,8160370,Female,9494773,,,,
8188616,"Ismenos (son of Niobe)",Ismenos,,,,,"son of Niobe",Agent,8160370,Male,9494774,,,,
8188617,"Ismenos (son of Asopos)",Ismenos,,,,,"son of Asopos",Agent,8160370,Male,9494774,,,,
8188618,"Istros (son of Aigyptos)",Istros,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8188619,"Itanos (suitor of Penelope)",Itanos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188620,"Ithacos (suitor of Penelope)",Ithacos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188621,"Itys (son of Tereus)",Itys,,,,,"son of Tereus",Agent,8160370,Male,9494774,,,,
8188622,"Ixion (suffers eternal punishment for trying to rape Hera)",Ixion,,,,,"suffers eternal punishment for trying to rape Hera",Agent,8160370,Male,9494774,,,,
8188623,"Jason (leader of the Argonauts)",Jason,,,,,"leader of the Argonauts",Agent,8160370,Male,9494774,,,,
8188624,"Labdacos (father of Laios)",Labdacos,,,,,"father of Laios",Agent,8160370,Male,9494774,,,,
8188625,"Lachesis (one of the Moirai)",Lachesis,,,,,"one of the Moirai",Agent,8160370,Female,9494773,,,,
8188626,"Laertes (Argonaut, Calydonian Boar hunter, father of Odysseus)",Laertes,,,,,"Argonaut, Calydonian Boar hunter, father of Odysseus",Agent,8160370,Male,9494774,,,,
8188628,"Laios (father of Oidipous)",Laios,,,,,"father of Oidipous",Agent,8160370,Male,9494774,,,,
8188629,"Lamas (suitor of Penelope)",Lamas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188630,"Lampos (son of Aigyptos)",Lampos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8188631,"Lampos (son of Laomedon)",Lampos,,,,,"son of Laomedon",Agent,8160370,Male,9494774,,,,
8188632,"Laocoon (Trojan seer)",Laocoon,,,,,"Trojan seer",Agent,8160370,Male,9494774,,,,
8188633,"Laodamas (son of Eteocles)",Laodamas,,,,,"son of Eteocles",Agent,8160370,Male,9494774,,,,
8188634,"Laodameia (wife of Protesilaos)",Laodameia,,,,,"wife of Protesilaos",Agent,8160370,Female,9494773,,,,
8188635,"Laodameia (daughter of Bellerophontes)",Laodameia,,,,,"daughter of Bellerophontes",Agent,8160370,Female,9494773,,,,
8188636,"Laodice (daughter of Priam)",Laodice,,,,,"daughter of Priam",Agent,8160370,Female,9494773,,,,
8188637,"Laodice (daughter of Cinyras)",Laodice,,,,,"daughter of Cinyras",Agent,8160370,Female,9494773,,,,
8188638,"Laodicos (suitor of Penelope)",Laodicos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188639,"Laodocos (son of Phthia and Apollo)",Laodocos,,,,,"son of Phthia and Apollo",Agent,8160370,Male,9494774,,,,
8188640,"Laodocos (son of Priam)",Laodocos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8188641,"Laodocos (wins javelin contest at Nemea)",Laodocos,,,,,"wins javelin contest at Nemea",Agent,8160370,Male,9494774,,,,
8188642,"Laogora (daughter of Cinyras)",Laogora,,,,,"daughter of Cinyras",Agent,8160370,Female,9494773,,,,
8188643,"Laogoras (king of the Dryopes)",Laogoras,,,,,"king of the Dryopes",Agent,8160370,Male,9494774,,,,
8188822,"Theseus (Athenian hero)",Theseus,,,,,"Athenian hero",Agent,8160370,Male,9494774,,,,
8188823,"Sceiron (Opponent of Theseus)",Sceiron,,,,,"Opponent of Theseus",Agent,8160370,Male,9494774,,,,
8188824,"Typhon (son of Ge)",Typhon,,,,,"son of Ge",Agent,8160370,Male,9494774,,,,
8188831,"Pelops (son of Tantalos)",Pelops,,,,,"son of Tantalos",Agent,8160370,Male,9494774,,,,
8189076,"Oreia (daughter of Thespios)",Oreia,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189077,"Oreithyia (daughter of Erechtheus)",Oreithyia,,,,,"daughter of Erechtheus",Agent,8160370,Female,9494773,,,,
8189078,"Orestes (son of Agamemnon and Clytaimnestra)",Orestes,,,,,"son of Agamemnon and Clytaimnestra",Agent,8160370,Male,9494774,,,,
8189079,"Orestes (son of Acheloos)",Orestes,,,,,"son of Acheloos",Agent,8160370,Male,9494774,,,,
8189080,"Orion (a gigantic autochthon)",Orion,,,,,"a gigantic autochthon",Agent,8160370,Male,9494774,,,,
8189081,"Ormenios (suitor of Penelope)",Ormenios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189082,"Ormenos (suitor of Penelope)",Ormenos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189083,"Orpheus (husband of Eurydice)",Orpheus,,,,,"husband of Eurydice",Agent,8160370,Male,9494774,,,,
8189084,"Orsedice (daughter of Cinyras)",Orsedice,,,,,"daughter of Cinyras",Agent,8160370,Female,9494773,,,,
8189085,"Orseis (wife of Hellen)",Orseis,,,,,"wife of Hellen",Agent,8160370,Female,9494773,,,,
8189086,"Orthaia (daughter of Hyacinthos)",Orthaia,,,,,"daughter of Hyacinthos",Agent,8160370,Female,9494773,,,,
8189087,"Orthos (Geryones' two-headed guard dog)",Orthos,,,,,"Geryones' two-headed guard dog",Agent,8160370,Male,9494774,,,,
8189088,"Otos (one of the Aloadai)",Otos,,,,,"one of the Aloadai",Agent,8160370,Male,9494774,,,,
8189089,"Otera (Amazon)",Otera,,,,,Amazon,Agent,8160370,Female,9494773,,,,
8189090,"Otreus (father of Placia)",Otreus,,,,,"father of Placia",Agent,8160370,Male,9494774,,,,
8189091,"Oudaios (one of the Spartoi)",Oudaios,,,,,"one of the Spartoi",Agent,8160370,Male,9494774,,,,
8189092,"Ourania Urania (Muse)",Ourania,,,Urania,,Muse,Agent,8160370,Female,9494773,,,,
8189093,"Oxylos (son of Andraimon)",Oxylos,,,,,"son of Andraimon",Agent,8160370,Male,9494774,,,,
8189094,"Oxylos (son of Ares)",Oxylos,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8189095,"Oxyporos (son of Pygmalion)",Oxyporos,,,,,"son of Pygmalion",Agent,8160370,Male,9494774,,,,
8189096,"Palaimon (divine name of Melicertes)",Palaimon,,,,,"divine name of Melicertes",Agent,8160370,Male,9494774,,,,
8189097,"Palaimon (Argonaut)",Palaimon,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8189098,"Palaimon (son of Heracles)",Palaimon,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189099,"Palamedes (son of Nauplios)",Palamedes,,,,,"son of Nauplios",Agent,8160370,Male,9494774,,,,
8189100,"Pallas (Giant)",Pallas,,,,,Giant,Agent,8160370,Male,9494774,,,,
8189101,"Pallas (son of Creios and Eurybia)",Pallas,,,,,"son of Creios and Eurybia",Agent,8160370,Male,9494774,,,,
8189102,"Pallas (son of Pandion)",Pallas,,,,,"son of Pandion",Agent,8160370,Male,9494774,,,,
8189103,"Pallas (daughter of Triton)",Pallas,,,,,"daughter of Triton",Agent,8160370,Female,9494773,,,,
8189104,"Pallas (son of Lycaon)",Pallas,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189105,"Pammon (son of Priam)",Pammon,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189106,"Pamphylos (son of Aigimios)",Pamphylos,,,,,"son of Aigimios",Agent,8160370,Male,9494774,,,,
8189107,"Pan (son of Zeus and Hubris)",Pan,,,,,"son of Zeus and Hubris",Agent,8160370,Male,9494774,,,,
8189108,"Pan (son of Penelope and Hermes)",Pan,,,,,"son of Penelope and Hermes",Agent,8160370,Male,9494774,,,,
8189109,"Pandaros (son of Lycaon)",Pandaros,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189110,"Pandion (king of Athens, son of Cecrops)",Pandion,,,,,"king of Athens, son of Cecrops",Agent,8160370,Male,9494774,,,,
8189111,"Pandion (king of Athens, son of Erichthonios)",Pandion,,,,,"king of Athens, son of Erichthonios",Agent,8160370,Male,9494774,,,,
8189112,"Pandion (son of Aigyptos)",Pandion,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189113,"Pandion (son of Phineus)",Pandion,,,,,"son of Phineus",Agent,8160370,Male,9494774,,,,
8189114,"Pandora (first mortal woman)",Pandora,,,,,"first mortal woman",Agent,8160370,Female,9494773,,,,
8189115,"Pandoros (son of Erechtheus)",Pandoros,,,,,"son of Erechtheus",Agent,8160370,Male,9494774,,,,
8189116,"Pandrosos (daughter of Cecrops)",Pandrosos,,,,,"daughter of Cecrops",Agent,8160370,Female,9494773,,,,
8189117,"Panope (Nereid)",Panope,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189118,"Panope (daughter of Thespios)",Panope,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189119,"Paralos (suitor of Penelope)",Paralos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189120,"Pareia (nymph, mother of children by Minos)",Pareia,,,,,"nymph, mother of children by Minos",Agent,8160370,Female,9494773,,,,
8189121,"Parthenopaios (one of the Seven against Thebes)",Parthenopaios,,,,,"one of the Seven against Thebes",Agent,8160370,Male,9494774,,,,
8189122,"Parthenope (daughter of Stymphalos)",Parthenope,,,,,"daughter of Stymphalos",Agent,8160370,Female,9494773,,,,
8189123,"Pasiphae (wife of Minos, mother of Minotaur)",Pasiphae,,,,,"wife of Minos, mother of Minotaur",Agent,8160370,Female,9494773,,,,
8189124,"Patro (daughter of Thespios)",Patro,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189125,"Patroclos (son of Menoitios)",Patroclos,,,,,"son of Menoitios",Agent,8160370,Male,9494774,,,,
8189126,"Patroclos (son of Heracles)",Patroclos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189127,"Pedias (daughter of Mynes)",Pedias,,,,,"daughter of Mynes",Agent,8160370,Female,9494773,,,,
8189128,"Pegasos (winged horse)",Pegasos,,,,,"winged horse",Agent,8160370,Male,9494774,,,,
8189129,"Peiras (son of Argos)",Peiras,,,,,"son of Argos",Agent,8160370,Male,9494774,,,,
8189130,"Peiren (father of Io)",Peiren,,,,,"father of Io",Agent,8160370,Male,9494774,,,,
8189131,"Peiren (brother of Bellerophontes)",Peiren,,,,,"brother of Bellerophontes",Agent,8160370,Male,9494774,,,,
8189132,"Peirene (Danaid)",Peirene,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189133,"Peirithous (Calydonian Boar hunter)",Peirithous,,,,,"Calydonian Boar hunter",Agent,8160370,Male,9494774,,,,
8189134,"Peisandros (suitor of Penelope)",Peisandros,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189135,"Peisenor (suitor of Penelope)",Peisenor,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189136,"Peisidice (daughter of Aiolos)",Peisidice,,,,,"daughter of Aiolos",Agent,8160370,Female,9494773,,,,
8189137,"Peisidice (daughter of Nestor)",Peisidice,,,,,"daughter of Nestor",Agent,8160370,Female,9494773,,,,
8189138,"Peisidice (daughter of Pelias)",Peisidice,,,,,"daughter of Pelias",Agent,8160370,Female,9494773,,,,
8189139,"Peisinoe (one of the Sirens)",Peisinoe,,,,,"one of the Sirens",Agent,8160370,Female,9494773,,,,
8189140,"Peisistratos (son of Nestor)",Peisistratos,,,,,"son of Nestor",Agent,8160370,Male,9494774,,,,
8189141,"Peisos (son of Aphareus)",Peisos,,,,,"son of Aphareus",Agent,8160370,Male,9494774,,,,
8189142,"Pelagon (son of Asopos)",Pelagon,,,,,"son of Asopos",Agent,8160370,Male,9494774,,,,
8189143,"Pelasgos Pelasgus (Eponym of the Pelasgians)",Pelasgos,,Pelasgus,,,"Eponym of the Pelasgians",Agent,8160370,Male,9494774,,,,
8189144,"Pelasgos (father of Hippothoos)",Pelasgos,,,,,"father of Hippothoos",Agent,8160370,Male,9494774,,,,
8189145,"Pelegon (son of Axios)",Pelegon,,,,,"son of Axios",Agent,8160370,Male,9494774,,,,
8189146,"Peleus (son of Aiacos)",Peleus,,,,,"son of Aiacos",Agent,8160370,Male,9494774,,,,
8189147,"Pelias (king of Iolcos)",Pelias,,,,,"king of Iolcos",Agent,8160370,Male,9494774,,,,
8189148,"Glauce (Alternative name for Hippolyte)",Glauce,,,,,"Alternative name for Hippolyte",Agent,8160370,Female,9494773,,,,
8189150,"the Gorgons()","the Gorgons",,,,,,"Collective (misc.)",8160371,,,,,,
8189151,"the Harpies()","the Harpies",,,,,,"Collective (misc.)",8160371,,,,,,
8189152,"Hecate (goddess)",Hecate,,,,,goddess,Agent,8160370,Female,9494773,,,,
8189153,"Helen (Helen of Troy)",Helen,,,,,"Helen of Troy",Agent,8160370,Female,9494773,,,,
8189154,"Pellas (suitor of Penelope)",Pellas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189155,"Pelopeia (daughter of Pelias)",Pelopeia,,,,,"daughter of Pelias",Agent,8160370,Female,9494773,,,,
8189156,"Pelopia (daughter of Niobe)",Pelopia,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8189157,"Pelopia (mother of Cycnos)",Pelopia,,,,,"mother of Cycnos",Agent,8160370,Female,9494773,,,,
8189158,"Hierax (reveals Zeus' plan)",Hierax,,,,,"reveals Zeus' plan",Agent,8160370,Male,9494774,,,,
8189159,"Hippodameia (fiancee of Peirithous)",Hippodameia,,,,,"fiancee of Peirithous",Agent,8160370,Female,9494773,,,,
8189160,"Hippolyte (Amazonian wife of Theseus)",Hippolyte,,,,,"Amazonian wife of Theseus",Agent,8160370,Female,9494773,,,,
8189161,"Asterios (alternate name for the Minotaur)",Asterios,,,,,"alternate name for the Minotaur",Agent,8160370,Male,9494774,,,,
8189162,"the Horai (personifications of the Seasons)","the Horai",,,,,"personifications of the Seasons","Collective (misc.)",8160371,,,,,,
8189163,"Hubris (personification of Hubris)",Hubris,,,,,"personification of Hubris",Agent,8160370,Female,9494773,,,,
8189164,"the Hundred-Handers()","the Hundred-Handers",,,,,,"Collective (misc.)",8160371,,,,,,
8189165,"Iambe (jokes with Demeter)",Iambe,,,,,"jokes with Demeter",Agent,8160370,Female,9494773,,,,
8189166,"Icarus (son of Daidalos)",Icarus,,,,,"son of Daidalos",Agent,8160370,Male,9494774,,,,
8189167,"Io (transformed into a cow)",Io,,,,,"transformed into a cow",Agent,8160370,Female,9494773,,,,
8189168,"Iphicles (son of Amphitryon)",Iphicles,,,,,"son of Amphitryon",Agent,8160370,Male,9494774,,,,
8189169,"Lacedaimon (son of Zeus and Taygete)",Lacedaimon,,,,,"son of Zeus and Taygete",Agent,8160370,Male,9494774,,,,
8189170,"the Muses()","the Muses",,,,,,"Collective (misc.)",8160371,,,,,,
8189171,"Peloros (one of the Spartoi)",Peloros,,,,,"one of the Spartoi",Agent,8160370,Male,9494774,,,,
8189172,"Peneleos (Argonaut)",Peneleos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8189173,"Penelope (wife of Odysseus)",Penelope,,,,,"wife of Odysseus",Agent,8160370,Female,9494773,,,,
8189174,"Penthesileia (daughter of Ares and Otrera)",Penthesileia,,,,,"daughter of Ares and Otrera",Agent,8160370,Female,9494773,,,,
8189175,"Pentheus (son of Echion)",Pentheus,,,,,"son of Echion",Agent,8160370,Male,9494774,,,,
8189176,"Peparethos (son of Dionysos)",Peparethos,,,,,"son of Dionysos",Agent,8160370,Male,9494774,,,,
8189177,"Pephredo (one of the Phorcides)",Pephredo,,,,,"one of the Phorcides",Agent,8160370,Female,9494773,,,,
8189178,"Perdix (sister of Daidalos)",Perdix,,,,,"sister of Daidalos",Agent,8160370,Female,9494773,,,,
8189179,"Pereus (son of Elatos)",Pereus,,,,,"son of Elatos",Agent,8160370,Male,9494774,,,,
8189180,"Periboia (wife of Telamon, mother of Aias)",Periboia,,,,,"wife of Telamon, mother of Aias",Agent,8160370,Female,9494773,,,,
8189181,"Periboia (wife of Polybos, Oidipous' foster mother)",Periboia,,,,,"wife of Polybos, Oidipous' foster mother",Agent,8160370,Female,9494773,,,,
8189182,"Periboia (daughter of Hipponoos)",Periboia,,,,,"daughter of Hipponoos",Agent,8160370,Female,9494773,,,,
8189183,"Periboia (Locrian virgin sent to Troy)",Periboia,,,,,"Locrian virgin sent to Troy",Agent,8160370,Female,9494773,,,,
8189184,"Periboia (mother of Penelope)",Periboia,,,,,"mother of Penelope",Agent,8160370,Female,9494773,,,,
8189185,"Periclymenos (Argonaut)",Periclymenos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8189186,"Periclymenos (son of Poseidon)",Periclymenos,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8189187,"Periclymenos (suitor of Penelope)",Periclymenos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189188,"Perieres (charioteer of Menoiceus)",Perieres,,,,,"charioteer of Menoiceus",Agent,8160370,Male,9494774,,,,
8189189,"Perieres (son of Cynortas)",Perieres,,,,,"son of Cynortas",Agent,8160370,Male,9494774,,,,
8189190,"Perileos (son of Icarios)",Perileos,,,,,"son of Icarios",Agent,8160370,Male,9494774,,,,
8189191,"Perimedes (son of Eurystheus)",Perimedes,,,,,"son of Eurystheus",Agent,8160370,Male,9494774,,,,
8189192,"Perimedes (suitor of Penelope)",Perimedes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189193,"Perimede (daughter of Aiolos)",Perimede,,,,,"daughter of Aiolos",Agent,8160370,Female,9494773,,,,
8189194,"Perimede (sister of Amphitryon)",Perimede,,,,,"sister of Amphitryon",Agent,8160370,Female,9494773,,,,
8189195,"Periopis (daughter of Pheres)",Periopis,,,,,"daughter of Pheres",Agent,8160370,Female,9494773,,,,
8189196,"Periphas (son of Aigyptos)",Periphas,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189197,"Periphas (suitor of Penelope)",Periphas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189198,"Periphetes (son of Hephaistos)",Periphetes,,,,,"son of Hephaistos",Agent,8160370,Male,9494774,,,,
8189199,"Periphron (suitor of Penelope)",Periphron,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189200,"Peristhenes (son of Aigyptos)",Peristhenes,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189201,"Pero (daughter of Neleus, wife of Bias)",Pero,,,,,"daughter of Neleus, wife of Bias",Agent,8160370,Female,9494773,,,,
8189202,"Perse (daughter of Helios)",Perse,,,,,"daughter of Helios",Agent,8160370,Female,9494773,,,,
8189203,"Perseis (wife of Helios)",Perseis,,,,,"wife of Helios",Agent,8160370,Female,9494773,,,,
8189204,"Persephone Proserpina (daughter of Demeter)",Persephone,,,Proserpina,,"daughter of Demeter",Agent,8160370,Female,9494773,,,,
8189205,"Kore (alternate name for Persephone)",Kore,,,,,"alternate name for Persephone",Agent,8160370,Female,9494773,,,,
8189206,"Perses (brother of Aietes)",Perses,,,,,"brother of Aietes",Agent,8160370,Male,9494774,,,,
8189207,"Perses (son of Creios and Eurybia)",Perses,,,,,"son of Creios and Eurybia",Agent,8160370,Male,9494774,,,,
8189208,"Perses (son of Perseus)",Perses,,,,,"son of Perseus",Agent,8160370,Male,9494774,,,,
8189209,"Perseus (Greek Hero, slayer of Medousa)",Perseus,,,,,"Greek Hero, slayer of Medousa",Agent,8160370,Male,9494774,,,,
8189210,"Perseus (son of Nestor)",Perseus,,,,,"son of Nestor",Agent,8160370,Male,9494774,,,,
8189211,"Peteos (father of Menestheus)",Peteos,,,,,"father of Menestheus",Agent,8160370,Male,9494774,,,,
8189212,"Peucetios (son of Lycaon)",Peucetios,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189213,"Phaethon (son of Tithonos)",Phaethon,,,,,"son of Tithonos",Agent,8160370,Male,9494774,,,,
8189214,"Phaidimos (son of Niobe)",Phaidimos,,,,,"son of Niobe",Agent,8160370,Male,9494774,,,,
8189215,"Phaidra (daughter of Minos, wife of Theseus)",Phaidra,,,,,"daughter of Minos, wife of Theseus",Agent,8160370,Female,9494773,,,,
8189216,"Phalias (son of Heracles)",Phalias,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189217,"Phanos (Argonaut)",Phanos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8189218,"Phantes (son of Aigyptos)",Phantes,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189219,"Pharnace (daughter of Megassares)",Pharnace,,,,,"daughter of Megassares",Agent,8160370,Female,9494773,,,,
8189220,"Phartis (Danaid)",Phartis,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189221,"Phassos (son of Lycaon)",Phassos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189222,"Phegeus (king of Psophis)",Phegeus,,,,,"king of Psophis",Agent,8160370,Male,9494774,,,,
8189223,"Pheidippos (son of Thessalos)",Pheidippos,,,,,"son of Thessalos",Agent,8160370,Male,9494774,,,,
8189224,"Pheneus (son of Melas)",Pheneus,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
8189225,"Phereclos (builds ships for Alexander)",Phereclos,,,,,"builds ships for Alexander",Agent,8160370,Male,9494774,,,,
8189226,"Pheres (son of Cretheus)",Pheres,,,,,"son of Cretheus",Agent,8160370,Male,9494774,,,,
8189227,"Pheres (son of Jason and Medeia)",Pheres,,,,,"son of Jason and Medeia",Agent,8160370,Male,9494774,,,,
8189228,"Pheroites (suitor of Penelope)",Pheroites,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189229,"Pherousa Pherusa (Nereid)",Pherousa,,,Pherusa,,Nereid,Agent,8160370,Female,9494773,,,,
8189230,"Philaimon (son of Priam)",Philaimon,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189231,"Philammon (father of Thamyris)",Philammon,,,,,"father of Thamyris",Agent,8160370,Male,9494774,,,,
8189232,"Philoctetes (son of Poias)",Philoctetes,,,,,"son of Poias",Agent,8160370,Male,9494774,,,,
8189233,"Philodemos (suitor of Penelope)",Philodemos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189234,"Philoitios (slave of Odysseus)",Philoitios,,,,,"slave of Odysseus",Agent,8160370,Male,9494774,,,,
8189235,"Philolaos (son of Minos)",Philolaos,,,,,"son of Minos",Agent,8160370,Male,9494774,,,,
8189236,"Philomela (daughter of Pandion)",Philomela,,,,,"daughter of Pandion",Agent,8160370,Female,9494773,,,,
8189237,"Philonoe (wife of Bellerophontes)",Philonoe,,,,,"wife of Bellerophontes",Agent,8160370,Female,9494773,,,,
8189238,"Philonome (daughter of Tragasos)",Philonome,,,,,"daughter of Tragasos",Agent,8160370,Female,9494773,,,,
8189239,"Philyra (mother of Cheiron)",Philyra,,,,,"mother of Cheiron",Agent,8160370,Female,9494773,,,,
8189240,"Philyra (wife of Nauplios)",Philyra,,,,,"wife of Nauplios",Agent,8160370,Female,9494773,,,,
8189241,"Phineus (blind prophet tormented by the Harpies)",Phineus,,,,,"blind prophet tormented by the Harpies",Agent,8160370,Male,9494774,,,,
8189242,"Phineus (son of Belos)",Phineus,,,,,"son of Belos",Agent,8160370,Male,9494774,,,,
8189243,"Phineus (son of Lycaon)",Phineus,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189244,"Phlegyas (father of Coronis)",Phlegyas,,,,,"father of Coronis",Agent,8160370,Male,9494774,,,,
8189245,"Phlegyas (son of Ares)",Phlegyas,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8189246,"Phocos (son of Aiacos)",Phocos,,,,,"son of Aiacos",Agent,8160370,Male,9494774,,,,
8189247,"Phoibe (mother of some Danaids)",Phoibe,,,,,"mother of some Danaids",Agent,8160370,Female,9494773,,,,
8189248,"Phoibe (daughter of Leucippos)",Phoibe,,,,,"daughter of Leucippos",Agent,8160370,Female,9494773,,,,
8189249,"Phoinix Phoenix (son of Amyntor)",Phoinix,,,Phoenix,,"son of Amyntor",Agent,8160370,Male,9494774,,,,
8189250,"Phoinix Phoenix (son of Agenor, eponym of Phoenicia)",Phoinix,,,Phoenix,,"son of Agenor, eponym of Phoenicia",Agent,8160370,Male,9494774,,,,
8189251,"Pholos (Centaur)",Pholos,,,,,Centaur,Agent,8160370,Male,9494774,,,,
8189252,"Phorbas (father of Augeias)",Phorbas,,,,,"father of Augeias",Agent,8160370,Male,9494774,,,,
8189253,"Phorbos (father of Pronoe)",Phorbos,,,,,"father of Pronoe",Agent,8160370,Male,9494774,,,,
8189254,"the Phorcides (daughters of Phorcos)","the Phorcides",,,,,"daughters of Phorcos","Collective (genealogical)",9650159,Female,9494773,"Phorcos (early god)",8189255,,
8189255,"Phorcos (early god)",Phorcos,,,,,"early god",Agent,8160370,Male,9494774,,,,
8189256,"Phorcys (son of Aretaon)",Phorcys,,,,,"son of Aretaon",Agent,8160370,Male,9494774,,,,
8189257,"Phoroneus (son of Inachos)",Phoroneus,,,,,"son of Inachos",Agent,8160370,Male,9494774,,,,
8189258,"Phrasimos (father of Praxithea)",Phrasimos,,,,,"father of Praxithea",Agent,8160370,Male,9494774,,,,
8189259,"Phrasios (seer from Cyprus)",Phrasios,,,,,"seer from Cyprus",Agent,8160370,Male,9494774,,,,
8189260,"Phrenios (suitor of Penelope)",Phrenios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189261,"Phrixos (son of Athamas)",Phrixos,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8189262,"Phrontis (son of Phrixos)",Phrontis,,,,,"son of Phrixos",Agent,8160370,Male,9494774,,,,
8189263,"Phthia (mother of three sons by Apollo)",Phthia,,,,,"mother of three sons by Apollo",Agent,8160370,Female,9494773,,,,
8189264,"Phthia (concubine of Amyntor)",Phthia,,,,,"concubine of Amyntor",Agent,8160370,Female,9494773,,,,
8189265,"Phthia (daughter of Niobe)",Phthia,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8189266,"Phthios (son of Lycaon)",Phthios,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189267,"Phylacos (son of Deion)",Phylacos,,,,,"son of Deion",Agent,8160370,Male,9494774,,,,
8189268,"Phylas (king of Ephyra)",Phylas,,,,,"king of Ephyra",Agent,8160370,Male,9494774,,,,
8189269,"Phylas (son of Antiochos)",Phylas,,,,,"son of Antiochos",Agent,8160370,Male,9494774,,,,
8189270,"Phyleis (daughter of Thespios)",Phyleis,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189271,"Phyleus (son of Augeias)",Phyleus,,,,,"son of Augeias",Agent,8160370,Male,9494774,,,,
